block	ks	kn	org_chr1	start1	stop1	gene1	org_chr2	start2	stop2	gene2
#1f	0.3327	0.0343	a6807_1	18128564	18127147	Sb01g017570	b8082_1	224412409	224413821	GRMZM2G167787
#1f	0.4764	0.0310	a6807_1	18139393	18134316	Sb01g017580	b8082_1	224496546	224494173	GRMZM2G438386
#1f	0.1111	0.0366	a6807_1	18141070	18148163	Sb01g017590	b8082_1	224510837	224518819	GRMZM2G125617
#1f	0.4972	0.1113	a6807_1	18163382	18163750	Sb01g017620	b8082_1	224523013	224525551	GRMZM2G125649
#1f	0.1486	0.0470	a6807_1	18188617	18191407	Sb01g017630	b8082_1	224632425	224638572	GRMZM2G460012
#1f	0.2625	0.0261	a6807_1	18194451	18193625	Sb01g017640	b8082_1	224646190	224645360	GRMZM2G159975
#1f	1.5024	0.3983	a6807_1	18200581	18196483	Sb01g017650	b8082_1	224733698	224729915	GRMZM2G045027
#1f	NA	NA	a6807_1	18216898	18219366	Sb01g017670	b8082_1	224868984	224874950	GRMZM2G056357
#1f	0.1483	0.0040	a6807_1	18244938	18246027	Sb01g017680	b8082_1	224880949	224882178	GRMZM2G056431
#1f	0.1144	0.0472	a6807_1	18248619	18247105	Sb01g017690	b8082_1	224884976	224883462	GRMZM2G056594
#1f	0.1578	0.0225	a6807_1	18374075	18378639	Sb01g017770	b8082_1	225258423	225262758	GRMZM2G129007
#1f	NA	NA	a6807_1	18389309	18383952	Sb01g017790	b8082_1	225265091	225268120	GRMZM2G129135
#1f	0.4342	0.0260	a6807_1	18396994	18395488	Sb01g017800	b8082_1	225274462	225272908	GRMZM2G129266
#1f	0.3429	0.1151	a6807_1	18432561	18439221	Sb01g017810	b8082_1	225394016	225399247	AC233856
#1f	71.8137	0.4739	a6807_1	18484016	18485442	Sb01g017830	b8082_1	225523002	225524429	AC213521
#1f	61.4124	1.1079	a6807_1	18493388	18495730	Sb01g017840	b8082_1	225559629	225567791	AC213521
#1f	0.2249	0.0264	a6807_1	18508971	18511626	Sb01g017860	b8082_1	225605216	225607744	AC213521
#1f	0.3625	0.0549	a6807_1	18529818	18528585	Sb01g017900	b8082_1	225646614	225645385	GRMZM2G124207
#1f	NA	NA	a6807_1	18558360	18555443	Sb01g017910	b8082_1	225665100	225662229	GRMZM2G425863
#1f	0.1473	0.0300	a6807_1	18596441	18591626	Sb01g017940	b8082_1	225708894	225704523	GRMZM2G374973
#1f	0.1867	0.0645	a6807_1	18617989	18616336	Sb01g017960	b8082_1	225845096	225843409	GRMZM2G131817
#1f	0.4124	0.0792	a6807_1	18645128	18648795	Sb01g018000	b8082_1	225925479	225932085	GRMZM2G429928
#1f	0.3528	0.1330	a6807_1	18676562	18671451	Sb01g018010	b8082_1	225944220	225939726	GRMZM2G131769
#1f	NA	NA	a6807_1	18680256	18678350	Sb01g018020	b8082_1	226133902	226118919	GRMZM2G135688
#1f	0.3934	0.0404	a6807_1	18696434	18697039	Sb01g018040	b8082_1	226189063	226189656	GRMZM2G135849
#1f	25.2872	0.8900	a6807_1	18786231	18785818	Sb01g018095	b8082_1	226276416	226276090	GRMZM2G009735
#1f	0.3069	0.0330	a6807_1	18807087	18809080	Sb01g018110	b8082_1	226426273	226424624	GRMZM2G045808
#1f	0.1398	0.0242	a6807_1	18859860	18849765	Sb01g018130	b8082_1	226453575	226461952	GRMZM2G131305
#1f	NA	NA	a6807_1	18867438	18866495	sorghum_1_18866495_18867438	b8082_1	226578093	226582922	GRMZM2G449083
#1f	NA	NA	a6807_1	18909262	18896609	Sb01g018220	b8082_1	226796457	226658785	AC208440
#1f	0.3190	0.0114	a6807_1	18922483	18920184	Sb01g018230	b8082_1	226854840	226852102	GRMZM2G036455
#1f	0.2433	0.0316	a6807_1	18932466	18929757	Sb01g018250	b8082_1	226939486	226935270	GRMZM2G147418
#1f	8.3129	1.2347	a6807_1	18960004	18960177	Sb01g018280	b8082_1	227128394	227127531	GRMZM2G087651
#1f	0.1491	0.0145	a6807_1	18968413	18974083	Sb01g018290	b8082_1	227177349	227182517	GRMZM2G082529
#1f	0.1519	0.0462	a6807_1	18980442	18976823	Sb01g018300	b8082_1	227277213	227273638	GRMZM2G131839
#1f	0.1062	0.1028	a6807_1	19007358	19008661	Sb01g018340	b8082_1	227346742	227353614	GRMZM2G112666
#1f	0.1144	0.0348	a6807_1	19039315	19035574	Sb01g018350	b8082_1	227364686	227360839	GRMZM2G112633
#1f	66.8743	1.1461	a6807_1	19054700	19050819	Sb01g018360	b8082_1	227401223	227399062	GRMZM2G166601
#1f	0.1397	0.0157	a6807_1	19112263	19115653	Sb01g018380	b8082_1	227499190	227495726	GRMZM2G057451
#1f	0.1468	0.0302	a6807_1	19122706	19119837	Sb01g018390	b8082_1	227545326	227542675	GRMZM2G095492
#1f	7.3117	0.3182	a6807_1	19139869	19132873	Sb01g018400	b8082_1	227667809	227665165	GRMZM2G095126
#1f	0.2628	0.0335	a6807_1	19159690	19162933	Sb01g018420	b8082_1	227743352	227748329	GRMZM2G104012
#1f	0.6770	0.0310	a6807_1	19172844	19171926	Sb01g018430	b8082_1	227751768	227750840	GRMZM2G103983
#1f	0.3017	0.0328	a6807_1	19182816	19180682	Sb01g018440	b8082_1	227764984	227762848	GRMZM2G103929
#1f	NA	NA	a6807_1	19192992	19198634	Sb01g018450	b8082_1	227894211	227897340	GRMZM2G168817
#1f	130.9033	1.0526	a6807_1	19199864	19199466	Sb01g018455	b8082_1	227898934	227898683	GRMZM2G467720
#1f	0.2237	0.0294	a6807_1	19200338	19201748	Sb01g018460	b8082_1	227904387	227904515	GRMZM2G583779
#1f	1.3650	0.1674	a6807_1	19240542	19239689	Sb01g018500	b8082_1	227983021	227982238	GRMZM2G153208
#1f	0.5599	0.0850	a6807_1	19339957	19339052	Sb01g018550	b8082_1	228003977	228004801	GRMZM2G093951
#1f	7.9966	1.2066	a6807_1	19351416	19354230	Sb01g018570	b8082_1	228231829	228234895	GRMZM2G006658
#1f	0.1274	0.0247	a6807_1	19545193	19552496	Sb01g018700	b8082_1	228405044	228411765	GRMZM2G071304
#1f	NA	NA	a6807_1	19594927	19588103	Sb01g018730	b8082_1	228460533	228447699	GRMZM2G160752
#1f	0.6872	0.1079	a6807_1	19603784	19604753	Sb01g018740	b8082_1	228525878	228526855	GRMZM2G113167
#1f	NA	NA	a6807_1	19630164	19621291	Sb01g018770	b8082_1	228544620	228529161	GRMZM2G113202
#1f	0.4819	0.1062	a6807_1	19676749	19675757	Sb01g018780	b8082_1	228681228	228682193	GRMZM2G108949
#1f	0.1042	0.0351	a6807_1	19717615	19707212	Sb01g018790	b8082_1	228824296	228818583	GRMZM2G317490
#1f	0.3347	0.0611	a6807_1	19743358	19742790	Sb01g018830	b8082_1	228875343	228875910	GRMZM2G317021
#1f	NA	NA	a6807_1	19774254	19777449	Sb01g018855	b8082_1	228947592	228944210	GRMZM2G459291
#1f	0.2802	0.1306	a6807_1	19781779	19782736	Sb01g018870	b8082_1	228951520	228952446	GRMZM2G459290
#1f	0.1071	0.0963	a6807_1	19807673	19808332	Sb01g018880	b8082_1	229050937	229051596	GRMZM2G091320
#1f	0.1852	0.0873	a6807_1	19819749	19808921	Sb01g018890	b8082_1	229096344	229079202	GRMZM2G413853
#1f	0.1113	0.0297	a6807_1	19833454	19830742	Sb01g018900	b8082_1	229155152	229151989	GRMZM2G113781
#1f	NA	NA	a6807_1	19848918	19839808	Sb01g018910	b8082_1	229203810	229190178	GRMZM2G079428
#1f	0.1676	0.0310	a6807_1	19886349	19887671	Sb01g018940	b8082_1	229236400	229237716	GRMZM2G380665
#1f	0.1378	0.0212	a6807_1	19889934	19888327	Sb01g018950	b8082_1	229239794	229238373	GRMZM2G380650
#1f	0.5267	0.0498	a6807_1	19961957	19961388	Sb01g018990	b8082_1	229249558	229249016	GRMZM2G380668
#1f	0.6233	0.0755	a6807_1	19990787	19986326	Sb01g019000	b8082_1	229354672	229351450	GRMZM2G404443
#1f	0.1335	0.0909	a6807_1	20052626	20053939	Sb01g019030	b8082_1	229458411	229461203	AC192362
#1f	0.1934	0.0084	a6807_1	20059919	20062042	Sb01g019040	b8082_1	229520049	229521978	GRMZM2G131577
#1f	0.3637	0.0469	a6807_1	20067173	20072475	Sb01g019050	b8082_1	229525053	229529204	GRMZM2G131683
#1f	NA	NA	a6807_1	20118116	20123129	Sb01g019076	b8082_1	229539361	229544234	GRMZM2G131723
#1f	NA	NA	a6807_1	20124386	20126689	Sb01g019080	b8082_1	229545457	229548078	GRMZM2G131815
#1f	0.3132	0.1104	a6807_1	20128318	20127833	Sb01g019090	b8082_1	229550332	229549832	GRMZM2G431412
#1f	0.4525	0.3138	a6807_1	20185364	20190630	Sb01g019110	b8082_1	229706284	229711483	GRMZM2G027462
#1f	0.1851	0.0220	a6807_1	20242113	20234591	Sb01g019120	b8082_1	229884943	229875032	GRMZM2G469551
#1f	0.2936	0.0343	a6807_1	20269209	20265367	Sb01g019130	b8082_1	230054396	230050814	GRMZM2G153233
#1f	0.2081	0.0541	a6807_1	20293022	20283417	Sb01g019140	b8082_1	230145302	230132959	GRMZM2G069976
#1f	NA	NA	a6807_1	20311063	20309028	Sb01g019150	b8082_1	230211761	230210116	GRMZM2G048434
#1f	NA	NA	a6807_1	20321128	20318143	Sb01g019160	b8082_1	230221561	230216283	AC208791
#1f	1.1246	0.2228	a6807_1	20327436	20322774	Sb01g019170	b8082_1	230248170	230245465	GRMZM2G049636
#1f	0.0939	0.0382	a6807_1	20371528	20368466	Sb01g019180	b8082_1	230296478	230293456	GRMZM2G165963
#1f	1.5075	0.3886	a6807_1	20399150	20400627	Sb01g019200	b8082_1	230517978	230519595	GRMZM2G042704
#1f	0.1522	0.0364	a6807_1	20439852	20441192	Sb01g019240	b8082_1	230521216	230522538	GRMZM2G042598
#1f	NA	NA	a6807_1	20498918	20500854	Sb01g019270	b8082_1	230614082	230615836	GRMZM2G147346
#1f	0.1535	0.0112	a6807_1	20520470	20515771	Sb01g019280	b8082_1	230677806	230672757	GRMZM2G415359
#1f	0.3483	0.0157	a6807_1	20634218	20634889	Sb01g019290	b8082_1	230725285	230725926	GRMZM2G081515
#1f	0.0919	0.0154	a6807_1	20682545	20663837	Sb01g019310	b8082_1	230827523	230816525	GRMZM2G010362
#1f	0.1447	0.0196	a6807_1	20755923	20752066	Sb01g019320	b8082_1	231039256	231034837	GRMZM2G107629
#1f	0.1803	0.0788	a6807_1	20775408	20758655	Sb01g019330	b8082_1	231056477	231043790	GRMZM2G107571
#1f	0.1221	0.0614	a6807_1	20778218	20779975	Sb01g019340	b8082_1	231207568	231205820	AC233892
#1f	NA	NA	a6807_1	20812866	20804100	Sb01g019370	b8082_1	231394185	231384118	GRMZM2G148323
#1f	0.1086	0.0060	a6807_1	20818056	20821234	Sb01g019380	b8082_1	231525909	231529663	GRMZM2G004996
#1f	0.1181	0.0227	a6807_1	20827169	20823164	Sb01g019390	b8082_1	231637670	231633653	GRMZM2G054152
#1f	8.3459	1.6487	a6807_1	20845496	20842278	Sb01g019410	b8082_1	231661132	231660351	GRMZM2G088245
#1f	0.2886	0.1236	a6807_1	20873484	20871286	Sb01g019440	b8082_1	231700807	231702958	GRMZM2G164787
#1f	0.3840	0.0464	a6807_1	21001955	21019230	Sb01g019480	b8082_1	231858820	231864167	GRMZM2G380286
#1f	63.7152	1.3119	a6807_1	21049145	21035218	Sb01g019500	b8082_1	231880015	231878097	GRMZM2G150179
#1f	0.5608	0.0368	a6807_1	21118843	21114184	Sb01g019520	b8082_1	232093700	232090966	GRMZM2G167438
#1f	0.2869	0.0805	a6807_1	21248810	21252049	Sb01g019550	b8082_1	232267299	232269963	GRMZM2G116885
#1f	NA	NA	a6807_1	21268691	21278975	Sb01g019560	b8082_1	232344525	232351040	GRMZM2G117763
#1f	0.1041	0.0197	a6807_1	21294840	21298108	Sb01g019570	b8082_1	232534036	232558982	GRMZM2G399212
#1f	NA	NA	a6807_1	21305998	21303545	Sb01g019580	b8082_1	232580770	232577797	GRMZM2G134747
#1f	0.2831	0.0290	a6807_1	21380819	21377484	Sb01g019600	b8082_1	232647711	232644438	GRMZM2G165413
#1f	NA	NA	a6807_1	21390137	21387909	Sb01g019610	b8082_1	232680720	232679235	AC198361
#1f	8.7465	0.2557	a6807_1	21410106	21403933	Sb01g019630	b8082_1	232798708	232794656	GRMZM2G001764
#1f	1.4858	0.3139	a6807_1	21498417	21501586	Sb01g019670	b8082_1	232807705	232803953	GRMZM2G001812
#1f	0.1300	0.0797	a6807_1	21736116	21738488	Sb01g019820	b8082_1	233235733	233240438	GRMZM2G004057
#1f	0.2146	0.1296	a6807_1	21867297	21866896	Sb01g019960	b8082_1	233617133	233616675	GRMZM2G062260
#1f	0.0980	0.0180	a6807_1	21879134	21900246	Sb01g019970	b8082_1	233650640	233663273	GRMZM2G008607
#1f	0.2007	0.0488	a6807_1	21921315	21925396	Sb01g019980	b8082_1	233761330	233760450	GRMZM2G379656
#1f	0.6085	0.0207	a6807_1	21945476	21943743	Sb01g020000	b8082_1	234157324	234155910	GRMZM2G116360
#1f	0.1421	0.0105	a6807_1	21954703	21948872	Sb01g020010	b8082_1	234165803	234160592	GRMZM2G416120
#1f	56.9936	1.5427	a6807_1	21975547	21971283	Sb01g020030	b8082_1	234177091	234172007	GRMZM2G116526
#1f	0.2828	0.0432	a6807_1	22010184	22012025	Sb01g020070	b8082_1	234240806	234242611	GRMZM2G075492
#1f	72.8014	1.2337	a6807_1	22294507	22290925	Sb01g020140	b8082_1	234454818	234456065	GRMZM2G130739
#1f	0.1413	0.0216	a6807_1	22309413	22312169	Sb01g020160	b8082_1	234700888	234705170	GRMZM2G020295
#1f	0.2041	0.1077	a6807_1	22314279	22312577	Sb01g020170	b8082_1	234707129	234705458	GRMZM2G020974
#1f	0.4643	0.0467	a6807_1	22319921	22323221	Sb01g020180	b8082_1	234781261	234784265	GRMZM2G472060
#1f	0.1343	0.0162	a6807_1	22327282	22324230	Sb01g020190	b8082_1	234788967	234785179	GRMZM2G170699
#1f	0.4204	0.0254	a6807_1	22333778	22336812	Sb01g020210	b8082_1	234827747	234830584	GRMZM2G144782
#1f	0.1316	0.0376	a6807_1	22359448	22351062	Sb01g020230	b8082_1	235014799	234991500	GRMZM2G115646
#1f	0.1745	0.0087	a6807_1	22400234	22398321	Sb01g020270	b8082_1	235051184	235049682	GRMZM2G118433
#1f	31.0878	2.8163	a6807_1	22523900	22524676	Sb01g020340	b8082_1	235255695	235256504	GRMZM2G067315
#1f	0.5914	0.0381	a6807_1	22876419	22873302	Sb01g020450	b8082_1	235322429	235320510	GRMZM2G060742
#1f	0.2337	0.0049	a6807_1	22909126	22906048	Sb01g020460	b8082_1	235439803	235435306	GRMZM2G162874
#1f	0.1774	0.1149	a6807_1	22971927	22965338	Sb01g020470	b8082_1	235532674	235493284	GRMZM2G365731
#1f	0.4853	0.2035	a6807_1	23123119	23124771	Sb01g020500	b8082_1	235577192	235578781	GRMZM2G001606
#1f	0.8445	0.1726	a6807_1	23131911	23131387	Sb01g020505	b8082_1	235587805	235587047	GRMZM2G001577
#1f	0.6766	0.0990	a6807_1	23134914	23134618	Sb01g020510	b8082_1	235637489	235637211	GRMZM2G383425
#1f	0.3047	0.0635	a6807_1	23162022	23164068	Sb01g020530	b8082_1	235912277	235909947	GRMZM2G148908
#1f	0.5618	0.0172	a6807_1	23314976	23316601	Sb01g020570	b8082_1	236071064	236072689	GRMZM2G154090
#1f	0.1143	0.0284	a6807_1	23329507	23324194	Sb01g020590	b8082_1	236109868	236094391	GRMZM2G154063
#1f	NA	NA	a6807_1	23859235	23854213	Sb01g020850	b8082_1	236192491	236203046	GRMZM2G430675
#1f	0.2604	0.0327	a6807_1	23934415	23936561	Sb01g020900	b8082_1	236241655	236244492	GRMZM2G152901
#1f	0.1987	0.0022	a6807_1	23942821	23938115	Sb01g020910	b8082_1	236383421	236378503	GRMZM2G036765
#1f	0.3378	0.0455	a6807_1	23957601	23963582	Sb01g020920	b8082_1	236468906	236474339	GRMZM2G173315
#1f	0.1185	0.0545	a6807_1	23993341	24002015	Sb01g020930	b8082_1	236753719	236778141	GRMZM2G003724
#1f	NA	NA	a6807_1	24055825	24054340	Sb01g020970	b8082_1	236953741	236951716	GRMZM2G008290
#1f	0.1711	0.0185	a6807_1	24402013	24395491	Sb01g021020	b8082_1	237092914	237085481	GRMZM2G076597
#1f	11.3850	0.2328	a6807_1	24484487	24485592	Sb01g021040	b8082_1	237140163	237139126	GRMZM2G332412
#1f	0.3196	0.0360	a6807_1	24601278	24602931	Sb01g021130	b8082_1	237260181	237261658	GRMZM2G414791
#1f	0.2211	0.0466	a6807_1	24605215	24603750	Sb01g021140	b8082_1	237263769	237262294	GRMZM2G115998
#1f	0.4138	0.1000	a6807_1	24667014	24666168	Sb01g021180	b8082_1	237539403	237538707	GRMZM2G352627
#1f	NA	NA	a6807_1	24757813	24764568	Sb01g021230	b8082_1	237621044	237640040	GRMZM2G118917
#1f	0.3580	0.0108	a6807_1	24773874	24774417	Sb01g021250	b8082_1	237722965	237723604	GRMZM2G038833
#1f	54.2558	1.4977	a6807_1	24780003	24777665	Sb01g021260	b8082_1	237761375	237759920	GRMZM2G038898
#1f	0.3770	0.0852	a6807_1	24788737	24787067	Sb01g021270	b8082_1	237863098	237861188	GRMZM2G017388
#1f	0.1331	0.0932	a6807_1	24796843	24792213	Sb01g021280	b8082_1	237923982	237919702	GRMZM2G327605
#1f	0.4848	0.0212	a6807_1	24850860	24852507	Sb01g021300	b8082_1	238046922	238048496	GRMZM2G119521
#1f	0.4524	0.0588	a6807_1	24879578	24878829	Sb01g021310	b8082_1	238109790	238108981	GRMZM2G095452
#1f	1.6614	22.9520	a6807_1	24884388	24883837	Sb01g021320	b8082_1	238113969	238113556	GRMZM2G000536
#1f	64.9545	0.5667	a6807_1	25058513	25056735	Sb01g021410	b8082_1	238400561	238399440	GRMZM2G027688
#1f	13.0232	1.2832	a6807_1	25108104	25102530	Sb01g021420	b8082_1	238506682	238503367	GRMZM2G164761
#1f	0.3801	0.0718	a6807_1	25116265	25114879	Sb01g021430	b8082_1	238594669	238593234	GRMZM2G164715
#1f	0.3221	0.1247	a6807_1	25156797	25169332	Sb01g021445	b8082_1	238697027	238704131	GRMZM2G312165
#1f	0.2283	0.0656	a6807_1	25170229	25170882	Sb01g021450	b8082_1	238735978	238736700	GRMZM2G108396
#1f	0.3256	0.1518	a6807_1	25181792	25186739	Sb01g021470	b8082_1	238809376	238836974	GRMZM2G065913
#1f	0.3272	0.0483	a6807_1	25198691	25195290	Sb01g021480	b8082_1	238904680	238901721	GRMZM2G011357
#1f	0.1315	0.0454	a6807_1	25205887	25203709	Sb01g021490	b8082_1	238911271	238908978	GRMZM2G010871
#1f	63.5360	0.2806	a6807_1	25226102	25214721	Sb01g021500	b8082_1	238970520	238971239	GRMZM2G433446
#1f	0.2848	0.0542	a6807_1	25247629	25246419	Sb01g021520	b8082_1	239119133	239120263	GRMZM2G127421
#1f	0.8171	0.2060	a6807_1	25466885	25398682	Sb01g021605	b8082_1	239243980	239245256	GRMZM2G057173
#1f	NA	NA	a6807_1	25593148	25590752	Sb01g021650	b8082_1	239316397	239313594	GRMZM2G068328
#1f	0.1190	0.0453	a6807_1	25622852	25614803	Sb01g021680	b8082_1	239358880	239353571	GRMZM2G324390
#1f	0.3791	0.0218	a6807_1	25707955	25711185	Sb01g021700	b8082_1	239670210	239673825	GRMZM2G017237
#1f	0.2570	0.0668	a6807_1	25749758	25748804	Sb01g021730	b8082_1	239759105	239758169	GRMZM2G040821
#1f	0.4631	0.0073	a6807_1	25938776	25939087	Sb01g021740	b8082_1	239776522	239776848	GRMZM2G343854
#1f	0.1822	0.0587	a6807_1	25951932	25951360	Sb01g021760	b8082_1	239785378	239784806	GRMZM2G040387
#1f	0.4648	0.1040	a6807_1	25997504	25998625	Sb01g021790	b8082_1	239879362	239880477	GRMZM2G110531
#1f	6.5684	1.0644	a6807_1	26011962	26019788	Sb01g021800	b8082_1	239915375	239911971	GRMZM2G034388
#1f	0.5339	0.0346	a6807_1	26648770	26647838	Sb01g021920	b8082_1	240051181	240052110	GRMZM2G162505
#1f	NA	NA	a6807_1	26711657	26691424	Sb01g021970	b8082_1	240286743	240282708	GRMZM2G071268
#1f	0.3572	0.0702	a6807_1	26915971	26925014	Sb01g021990	b8082_1	240494702	240502719	GRMZM2G081554
#1f	0.2864	0.0833	a6807_1	26985955	26984165	Sb01g022030	b8082_1	240536993	240538779	GRMZM2G012611
#1f	0.0937	0.0254	a6807_1	27039222	27042939	Sb01g022060	b8082_1	240632954	240637219	GRMZM2G035594
#1f	NA	NA	a6807_1	27065491	27064644	Sb01g022080	b8082_1	240649016	240648159	GRMZM2G016241
#1f	NA	NA	a6807_1	27068419	27070508	Sb01g022090	b8082_1	240669001	240673651	GRMZM2G119544
#1f	0.3295	0.0341	a6807_1	27083699	27082809	Sb01g022110	b8082_1	240748217	240747351	GRMZM2G064605
#1f	0.5482	0.0354	a6807_1	27136783	27141169	Sb01g022140	b8082_1	240777032	240783963	GRMZM2G064590
#1f	0.1985	0.0197	a6807_1	27149659	27141871	Sb01g022150	b8082_1	240804914	240784554	GRMZM2G520535
#1f	0.2808	0.0796	a6807_1	27216633	27215908	Sb01g022160	b8082_1	240835312	240836079	GRMZM2G364973
#1f	NA	NA	a6807_1	27216883	27223521	Sb01g022170	b8082_1	241057782	241069411	GRMZM2G084513
#1f	0.1776	0.0284	a6807_1	27258339	27263920	Sb01g022180	b8082_1	241177604	241182822	GRMZM2G118467
#1f	NA	NA	a6807_1	27295734	27292886	Sb01g022210	b8082_1	241355057	241352236	GRMZM2G168222
#1f	64.4845	0.9067	a6807_1	27319666	27313549	Sb01g022230	b8082_1	241415644	241422368	GRMZM2G382077
#1f	0.1467	0.0189	a6807_1	27334358	27337318	Sb01g022240	b8082_1	241667718	241668884	GRMZM2G147402
#1f	0.1939	0.0223	a6807_1	27497199	27499740	Sb01g022290	b8082_1	241705998	241707883	GRMZM2G019411
#1f	NA	NA	a6807_1	27503616	27502142	Sb01g022300	b8082_1	241775909	241774804	GRMZM2G093708
#1f	0.1950	0.0410	a6807_1	27527911	27532747	Sb01g022320	b8082_1	241854211	241848908	GRMZM2G115772
#1f	0.3849	0.0825	a6807_1	27568529	27570813	Sb01g022330	b8082_1	241982185	241983767	GRMZM2G138455
