block	ks	kn	org_chr1	start1	stop1	gene1	org_chr2	start2	stop2	gene2
#4f	68.9526	1.2935	a31607_1	25088597	25089250	Sobic.001G242600.1.v3.1	b34889_1	243027744	243032761	CDS:Zm00001d032919_T001
#4f	0.3404	0.1507	a31607_1	25100160	25105107	Sobic.001G242800.1.v3.1	b34889_1	243105303	243132747	CDS:Zm00001d032921_T001
#4f	0.3132	0.0474	a31607_1	25117134	25113658	Sobic.001G242900.1.v3.1	b34889_1	243204638	243201681	CDS:Zm00001d032922_T001
#4f	0.1315	0.0454	a31607_1	25124255	25122077	Sobic.001G243000.1.v3.1	b34889_1	243211229	243208936	CDS:Zm00001d032923_T002
#4f	6.3141	0.3153	a31607_1	25139629	25133089	Sobic.001G243100.1.v3.1	b34889_1	243314989	243298022	CDS:Zm00001d032925_T001
#4f	0.3151	0.0403	a31607_1	25165799	25164787	Sobic.001G243300.2.v3.1	b34889_1	243418430	243419560	CDS:Zm00001d032926_T001
#4f	0.5936	0.2202	a31607_1	25330293	25327123	Sobic.001G243732.1.v3.1	b34889_1	243532143	243530867	CDS:Zm00001d032929_T001
#4f	0.1358	0.0590	a31607_1	25467617	25465221	Sobic.001G244300.1.v3.1	b34889_1	243614941	243612138	CDS:Zm00001d032931_T001
#4f	0.3917	0.0445	a31607_1	25480354	25482096	Sobic.001G244400.1.v3.1	b34889_1	243649628	243651211	CDS:Zm00001d032932_T001
#4f	0.2891	0.1290	a31607_1	25497321	25489272	Sobic.001G244600.1.v3.1	b34889_1	243743984	243735266	CDS:Zm00001d032933_T020
#4f	0.2201	0.0539	a31607_1	25518645	25523218	Sobic.001G244700.1.v3.1	b34889_1	243891284	243892783	CDS:Zm00001d032934_T001
#4f	0.3970	0.0265	a31607_1	25582424	25585654	Sobic.001G244900.1.v3.1	b34889_1	243996179	243999794	CDS:Zm00001d032935_T003
#4f	0.2570	0.0668	a31607_1	25620202	25619248	Sobic.001G245300.1.v3.1	b34889_1	244098111	244097175	CDS:Zm00001d032937_T001
#4f	0.4631	0.0073	a31607_1	25806113	25806424	Sobic.001G245800.1.v3.1	b34889_1	244115527	244115853	CDS:Zm00001d032938_T001
#4f	0.1822	0.0587	a31607_1	25819667	25819095	Sobic.001G245900.1.v3.1	b34889_1	244124383	244123811	CDS:Zm00001d032939_T001
#4f	8.7342	0.7532	a31607_1	25826775	25833172	Sobic.001G246001.1.v3.1	b34889_1	244208939	244210054	CDS:Zm00001d032942_T001
