"block"	"org_chr1"	"org_chr2"	"ks"	"kn"	"start1"	"stop1"	"gene1"	"start2"	"stop2"	"gene2"	"median"	"mean"	"count"	"total_genes"	"subGenome"
"11"	"#11r"	"a6807_3"	"b8082_8"	0.3447	0.0247	52088737	52085381	"Sb03g025880"	137595582	137598793	"GRMZM2G165428"	0.1794	4.4529	15	241	"sub2"
"12"	"#11r"	"a6807_3"	"b8082_8"	0.1005	0.0474	52457127	52460048	"Sb03g026080"	137357213	137354084	"GRMZM2G170632"	0.1794	4.4529	15	241	"sub2"
"13"	"#11r"	"a6807_3"	"b8082_8"	0.1779	0.0613	52001339	52007453	"Sb03g025850"	137706762	137700679	"AC196426"	0.1794	4.4529	15	241	"sub2"
"14"	"#11r"	"a6807_3"	"b8082_8"	0.4851	0.0882	52013145	52016428	"Sb03g025860"	137629963	137624671	"GRMZM2G463133"	0.1794	4.4529	15	241	"sub2"
"15"	"#11r"	"a6807_3"	"b8082_8"	63.088	1.2841	52510404	52499134	"Sb03g026110"	137332004	137333389	"GRMZM2G409343"	0.1794	4.4529	15	241	"sub2"
"16"	"#12r"	"a6807_3"	"b8082_8"	57.5459	0.8044	17834216	17835460	"Sb03g013750"	40684377	40680469	"GRMZM2G123143"	0.2176	10.4933615384615	13	241	"sub2"
"17"	"#12r"	"a6807_3"	"b8082_8"	0.1917	0.0483	17626724	17624479	"Sb03g013720"	40788807	40799272	"GRMZM2G371670"	0.2176	10.4933615384615	13	241	"sub2"
"18"	"#12r"	"a6807_3"	"b8082_8"	0.3757	0.0859	17618150	17620130	"Sb03g013700"	40839013	40837575	"GRMZM2G104390"	0.2176	10.4933615384615	13	241	"sub2"
"19"	"#12r"	"a6807_3"	"b8082_8"	0.132	0.0941	17346289	17342269	"Sb03g013660"	40950532	40953456	"GRMZM2G006463"	0.2176	10.4933615384615	13	241	"sub2"
"20"	"#12r"	"a6807_3"	"b8082_8"	0.2176	0.1321	17150048	17145698	"Sb03g013590"	42010384	42013350	"GRMZM2G108259"	0.2176	10.4933615384615	13	241	"sub2"
"21"	"#12r"	"a6807_3"	"b8082_8"	0.1882	0.0942	17162323	17171223	"Sb03g013600"	41382653	41375250	"GRMZM2G075690"	0.2176	10.4933615384615	13	241	"sub2"
"22"	"#12r"	"a6807_3"	"b8082_8"	0.2934	0.0988	17340069	17341409	"Sb03g013650"	40955753	40954398	"GRMZM2G306610"	0.2176	10.4933615384615	13	241	"sub2"
"23"	"#12r"	"a6807_3"	"b8082_8"	0.3483	0.0655	17174397	17175725	"Sb03g013610"	41085842	41086765	"GRMZM2G373106"	0.2176	10.4933615384615	13	241	"sub2"
"24"	"#12r"	"a6807_3"	"b8082_8"	0.124	0.0107	18201241	18197169	"Sb03g013800"	40154950	40159103	"GRMZM2G120202"	0.2176	10.4933615384615	13	241	"sub2"
"25"	"#12r"	"a6807_3"	"b8082_8"	0.0984	0.0384	16934007	16919077	"Sb03g013535"	43069587	43072600	"GRMZM2G035395"	0.2176	10.4933615384615	13	241	"sub2"
"26"	"#12r"	"a6807_3"	"b8082_8"	76.5438	0.6483	16900875	16895330	"Sb03g013520"	45239362	45241548	"GRMZM2G145118"	0.2176	10.4933615384615	13	241	"sub2"
"27"	"#12r"	"a6807_3"	"b8082_8"	0.1106	0.0239	18021467	18025747	"Sb03g013770"	40390739	40385923	"GRMZM2G061684"	0.2176	10.4933615384615	13	241	"sub2"
"28"	"#12r"	"a6807_3"	"b8082_8"	0.2441	0.0141	16909501	16918148	"Sb03g013530"	43081593	43073443	"GRMZM2G035542"	0.2176	10.4933615384615	13	241	"sub2"
"29"	"#1f"	"a6807_1"	"b8082_5"	50.6135	1.5299	10623169	10626250	"Sb01g011740"	13314285	13315016	"GRMZM2G470671"	0.23345	3.40346968085106	188	356	"sub2"
"30"	"#1f"	"a6807_1"	"b8082_5"	0.4112	0.053	5852807	5852334	"Sb01g006870"	5739729	5739256	"GRMZM2G438400"	0.23345	3.40346968085106	188	356	"sub2"
"31"	"#1f"	"a6807_1"	"b8082_5"	0.4197	0.2132	5840549	5839428	"Sb01g006860"	5627913	5626792	"GRMZM2G091487"	0.23345	3.40346968085106	188	356	"sub2"
"32"	"#1f"	"a6807_1"	"b8082_5"	0.1088	0.0458	8969020	8971907	"Sb01g010120"	10391474	10394344	"GRMZM2G408897"	0.23345	3.40346968085106	188	356	"sub2"
"33"	"#1f"	"a6807_1"	"b8082_5"	1.2362	0.2707	10761650	10768577	"Sb01g011870"	13521751	13526750	"GRMZM2G461936"	0.23345	3.40346968085106	188	356	"sub2"
"34"	"#1f"	"a6807_1"	"b8082_5"	0.2987	0.0172	6979495	6978013	"Sb01g008060"	7222793	7221314	"GRMZM2G473697"	0.23345	3.40346968085106	188	356	"sub2"
"35"	"#1f"	"a6807_1"	"b8082_5"	0.2753	0.0283	11840611	11838516	"Sb01g012810"	15081480	15079171	"GRMZM2G079185"	0.23345	3.40346968085106	188	356	"sub2"
"36"	"#1f"	"a6807_1"	"b8082_5"	0.1754	0.0214	10190182	10192911	"Sb01g011340"	12591673	12594684	"GRMZM2G301208"	0.23345	3.40346968085106	188	356	"sub2"
"37"	"#1f"	"a6807_1"	"b8082_5"	0.1943	0.0432	8954614	8958616	"Sb01g010110"	10369312	10372844	"GRMZM2G158359"	0.23345	3.40346968085106	188	356	"sub2"
"38"	"#1f"	"a6807_1"	"b8082_5"	0.1409	0.0284	10696778	10704691	"Sb01g011845"	13497587	13512598	"GRMZM2G461948"	0.23345	3.40346968085106	188	356	"sub2"
"39"	"#1f"	"a6807_1"	"b8082_5"	0.1588	0.0664	10595573	10590501	"Sb01g011710"	13235390	13230403	"GRMZM2G122274"	0.23345	3.40346968085106	188	356	"sub2"
"40"	"#1f"	"a6807_1"	"b8082_5"	64.0531	1.1018	9908713	9902952	"Sb01g011025"	12227469	12222816	"GRMZM2G102754"	0.23345	3.40346968085106	188	356	"sub2"
"41"	"#1f"	"a6807_1"	"b8082_5"	0.4192	0.0145	10583417	10589469	"Sb01g011700"	13224550	13229566	"GRMZM2G122251"	0.23345	3.40346968085106	188	356	"sub2"
"42"	"#1f"	"a6807_1"	"b8082_5"	0.5278	0.0421	6746119	6744660	"Sb01g007820"	7073970	7072708	"GRMZM2G130053"	0.23345	3.40346968085106	188	356	"sub2"
"43"	"#1f"	"a6807_1"	"b8082_5"	20.4026	14.7199	6933504	6942029	"Sb01g008020"	7184582	7200335	"GRMZM2G172132"	0.23345	3.40346968085106	188	356	"sub2"
"44"	"#1f"	"a6807_1"	"b8082_5"	0.2465	0.0585	9075762	9076612	"Sb01g010220"	10740346	10740977	"GRMZM2G145850"	0.23345	3.40346968085106	188	356	"sub2"
"45"	"#1f"	"a6807_1"	"b8082_5"	0.1876	0.0724	9061603	9057506	"Sb01g010190"	10445398	10449159	"GRMZM2G070765"	0.23345	3.40346968085106	188	356	"sub2"
"46"	"#1f"	"a6807_1"	"b8082_5"	0.1059	0.0357	8916433	8909613	"Sb01g010070"	10235065	10228214	"GRMZM2G039696"	0.23345	3.40346968085106	188	356	"sub2"
"47"	"#1f"	"a6807_1"	"b8082_5"	0.1506	0.0478	11377091	11378245	"Sb01g012310"	13999133	14000071	"GRMZM2G165894"	0.23345	3.40346968085106	188	356	"sub2"
"48"	"#1f"	"a6807_1"	"b8082_5"	0.1525	0.0267	10248752	10253580	"Sb01g011420"	12867497	12873368	"GRMZM2G060509"	0.23345	3.40346968085106	188	356	"sub2"
"49"	"#1f"	"a6807_1"	"b8082_5"	0.5834	0.3103	10386461	10380860	"Sb01g011550"	13114182	13107593	"AC213463"	0.23345	3.40346968085106	188	356	"sub2"
"50"	"#1f"	"a6807_1"	"b8082_5"	0.5364	0.1113	5814603	5814004	"Sb01g006850"	5616570	5616073	"GRMZM2G386273"	0.23345	3.40346968085106	188	356	"sub2"
"51"	"#1f"	"a6807_1"	"b8082_5"	0.3591	0.0817	6674726	6678051	"Sb01g007750"	6867146	6870014	"GRMZM2G071970"	0.23345	3.40346968085106	188	356	"sub2"
"52"	"#1f"	"a6807_1"	"b8082_5"	59.6503	1.1194	11824822	11831751	"Sb01g012790"	15026314	15026772	"GRMZM2G366187"	0.23345	3.40346968085106	188	356	"sub2"
"53"	"#1f"	"a6807_1"	"b8082_5"	0.6744	0.0597	11780255	11779836	"Sb01g012770"	14910973	14910647	"GRMZM2G332390"	0.23345	3.40346968085106	188	356	"sub2"
"54"	"#1f"	"a6807_1"	"b8082_5"	75.691	1.2874	9772398	9773027	"Sb01g010880"	12146728	12153351	"GRMZM2G402039"	0.23345	3.40346968085106	188	356	"sub2"
"55"	"#1f"	"a6807_1"	"b8082_5"	0.1507	0.0509	10661362	10664186	"Sb01g011780"	13424820	13427587	"GRMZM2G164131"	0.23345	3.40346968085106	188	356	"sub2"
"56"	"#1f"	"a6807_1"	"b8082_5"	0.1286	0.0196	9262972	9264770	"Sb01g010440"	11347131	11345406	"GRMZM2G011098"	0.23345	3.40346968085106	188	356	"sub2"
"57"	"#1f"	"a6807_1"	"b8082_5"	0.1463	0.0248	5881810	5885185	"Sb01g006920"	5762151	5765406	"GRMZM2G137847"	0.23345	3.40346968085106	188	356	"sub2"
"58"	"#1f"	"a6807_1"	"b8082_5"	0.1553	0.0434	10498018	10492083	"Sb01g011640"	13205672	13201837	"GRMZM2G076676"	0.23345	3.40346968085106	188	356	"sub2"
"59"	"#1f"	"a6807_1"	"b8082_5"	59.6541	1.0716	10657380	10654056	"Sb01g011770"	13349521	13348867	"GRMZM2G002754"	0.23345	3.40346968085106	188	356	"sub2"
"60"	"#1f"	"a6807_1"	"b8082_5"	0.3078	0.0127	10488313	10484898	"Sb01g011630"	13196144	13194812	"GRMZM2G076634"	0.23345	3.40346968085106	188	356	"sub2"
"61"	"#1f"	"a6807_1"	"b8082_5"	0.2871	0.0305	8857428	8856724	"Sb01g010020"	10167780	10167058	"GRMZM2G425236"	0.23345	3.40346968085106	188	356	"sub2"
"62"	"#1f"	"a6807_1"	"b8082_5"	0.2411	0.033	8608741	8610639	"Sb01g009850"	9964017	9965930	"GRMZM2G093139"	0.23345	3.40346968085106	188	356	"sub2"
"63"	"#1f"	"a6807_1"	"b8082_5"	0.4923	0.0443	6789621	6788740	"Sb01g007870"	7093788	7092929	"GRMZM2G129865"	0.23345	3.40346968085106	188	356	"sub2"
"64"	"#1f"	"a6807_1"	"b8082_5"	0.2647	0.0482	10103654	10104025	"Sb01g011225"	12498447	12498791	"GRMZM2G327260"	0.23345	3.40346968085106	188	356	"sub2"
"65"	"#1f"	"a6807_1"	"b8082_5"	0.1392	0.0178	6635434	6630003	"Sb01g007710"	6843695	6838493	"GRMZM2G072071"	0.23345	3.40346968085106	188	356	"sub2"
"66"	"#1f"	"a6807_1"	"b8082_5"	1.9673	0.2968	11698123	11697428	"Sb01g012710"	14713562	14714304	"GRMZM2G010048"	0.23345	3.40346968085106	188	356	"sub2"
"67"	"#1f"	"a6807_1"	"b8082_5"	0.1259	0.0053	11681901	11686552	"Sb01g012690"	14700007	14706453	"GRMZM2G010146"	0.23345	3.40346968085106	188	356	"sub2"
"68"	"#1f"	"a6807_1"	"b8082_5"	0.154	0.0225	9274395	9275589	"Sb01g010450"	11407781	11406738	"GRMZM2G089974"	0.23345	3.40346968085106	188	356	"sub2"
"69"	"#1f"	"a6807_1"	"b8082_5"	0.1366	0.0084	9822993	9827133	"Sb01g010930"	12174334	12178596	"GRMZM2G102601"	0.23345	3.40346968085106	188	356	"sub2"
"70"	"#1f"	"a6807_1"	"b8082_5"	0.6211	0.1284	11399472	11400682	"Sb01g012320"	14032368	14033527	"GRMZM2G035821"	0.23345	3.40346968085106	188	356	"sub2"
"71"	"#1f"	"a6807_1"	"b8082_5"	0.118	0.033	10898824	10901998	"Sb01g011960"	13583860	13587188	"GRMZM2G148098"	0.23345	3.40346968085106	188	356	"sub2"
"72"	"#1f"	"a6807_1"	"b8082_5"	0.2325	0.0473	5914228	5912243	"Sb01g006960"	5794284	5791172	"GRMZM2G052423"	0.23345	3.40346968085106	188	356	"sub2"
"73"	"#1f"	"a6807_1"	"b8082_5"	0.0884	0.0174	10406386	10402433	"Sb01g011580"	13178936	13174897	"GRMZM2G076524"	0.23345	3.40346968085106	188	356	"sub2"
"74"	"#1f"	"a6807_1"	"b8082_5"	0.3944	0.0442	5761849	5764981	"Sb01g006820"	5565384	5568148	"AC183932"	0.23345	3.40346968085106	188	356	"sub2"
"75"	"#1f"	"a6807_1"	"b8082_5"	0.2416	0.0155	5919688	5917267	"Sb01g006980"	5881981	5879532	"GRMZM2G033267"	0.23345	3.40346968085106	188	356	"sub2"
"76"	"#1f"	"a6807_1"	"b8082_5"	18.6531	0.6223	5533720	5536131	"Sb01g006560"	5197575	5194551	"GRMZM2G465087"	0.23345	3.40346968085106	188	356	"sub2"
"77"	"#1f"	"a6807_1"	"b8082_5"	0.2406	0.063	8780869	8784032	"Sb01g009950"	10035129	10032082	"GRMZM2G181000"	0.23345	3.40346968085106	188	356	"sub2"
"78"	"#1f"	"a6807_1"	"b8082_5"	0.2949	0.131	10050241	10048913	"Sb01g011180"	12481546	12480410	"GRMZM2G026171"	0.23345	3.40346968085106	188	356	"sub2"
"79"	"#1f"	"a6807_1"	"b8082_5"	0.2723	0.0456	9245824	9244438	"Sb01g010420"	11329654	11328311	"GRMZM2G114137"	0.23345	3.40346968085106	188	356	"sub2"
"80"	"#1f"	"a6807_1"	"b8082_5"	0.1579	0.043	9622334	9613014	"Sb01g010720"	11900300	11893238	"GRMZM2G157172"	0.23345	3.40346968085106	188	356	"sub2"
"81"	"#1f"	"a6807_1"	"b8082_5"	0.103	0.0313	9697910	9702791	"Sb01g010800"	11987508	11992498	"GRMZM2G130927"	0.23345	3.40346968085106	188	356	"sub2"
"82"	"#1f"	"a6807_1"	"b8082_5"	0.202	0.064	6006987	6009168	"Sb01g007080"	5913053	5915096	"GRMZM2G114557"	0.23345	3.40346968085106	188	356	"sub2"
"83"	"#1f"	"a6807_1"	"b8082_5"	0.2275	0.0944	11244033	11246659	"Sb01g012230"	13979441	13985525	"GRMZM2G166082"	0.23345	3.40346968085106	188	356	"sub2"
"84"	"#1f"	"a6807_1"	"b8082_5"	0.4644	0.0662	5900563	5899997	"Sb01g006940"	5785949	5785389	"GRMZM2G052467"	0.23345	3.40346968085106	188	356	"sub2"
"85"	"#1f"	"a6807_1"	"b8082_5"	0.2277	0.0685	9507199	9506057	"Sb01g010690"	11802977	11801898	"AC190734"	0.23345	3.40346968085106	188	356	"sub2"
"86"	"#1f"	"a6807_1"	"b8082_5"	0.2718	0.0656	11073904	11074329	"Sb01g012130"	13652586	13652161	"GRMZM2G128986"	0.23345	3.40346968085106	188	356	"sub2"
"87"	"#1f"	"a6807_1"	"b8082_5"	0.2129	0.0135	8602981	8603592	"Sb01g009840"	9948461	9949066	"GRMZM2G045690"	0.23345	3.40346968085106	188	356	"sub2"
"88"	"#1f"	"a6807_1"	"b8082_5"	0.2245	0.0376	6309144	6311560	"Sb01g007350"	6429929	6431626	"GRMZM2G077088"	0.23345	3.40346968085106	188	356	"sub2"
"89"	"#1f"	"a6807_1"	"b8082_5"	0.1441	0.0202	10391822	10387573	"Sb01g011560"	13153078	13148932	"GRMZM2G076276"	0.23345	3.40346968085106	188	356	"sub2"
"90"	"#1f"	"a6807_1"	"b8082_5"	0.3128	0.0571	11109643	11111004	"Sb01g012150"	13719668	13720917	"GRMZM2G033489"	0.23345	3.40346968085106	188	356	"sub2"
"91"	"#1f"	"a6807_1"	"b8082_5"	0.0985	0.0142	9223676	9242667	"Sb01g010410"	11299215	11326067	"GRMZM2G114162"	0.23345	3.40346968085106	188	356	"sub2"
"92"	"#1f"	"a6807_1"	"b8082_5"	0.227	0.0153	9588081	9591614	"Sb01g010710"	11859059	11862644	"GRMZM2G157147"	0.23345	3.40346968085106	188	356	"sub2"
"93"	"#1f"	"a6807_1"	"b8082_5"	82.8471	1.314	11212188	11216865	"Sb01g012200"	13867196	13867989	"GRMZM2G303381"	0.23345	3.40346968085106	188	356	"sub2"
"94"	"#1f"	"a6807_1"	"b8082_5"	1.5822	0.1671	6375714	6378421	"Sb01g007430"	6534584	6532726	"GRMZM2G090432"	0.23345	3.40346968085106	188	356	"sub2"
"95"	"#1f"	"a6807_1"	"b8082_5"	0.1571	0.0422	6411141	6409224	"Sb01g007460"	6538408	6536497	"GRMZM2G089556"	0.23345	3.40346968085106	188	356	"sub2"
"96"	"#1f"	"a6807_1"	"b8082_5"	0.4447	0.018	11222582	11220026	"Sb01g012210"	13893473	13890871	"GRMZM2G002260"	0.23345	3.40346968085106	188	356	"sub2"
"97"	"#1f"	"a6807_1"	"b8082_5"	0.1319	0.0282	7020733	7017050	"Sb01g008130"	7243579	7239483	"GRMZM2G171987"	0.23345	3.40346968085106	188	356	"sub2"
"98"	"#1f"	"a6807_1"	"b8082_5"	0.1777	0.007	9071507	9074888	"Sb01g010210"	10736242	10739597	"GRMZM2G145854"	0.23345	3.40346968085106	188	356	"sub2"
"99"	"#1f"	"a6807_1"	"b8082_5"	0.2801	0.0174	7066246	7057755	"Sb01g008180"	7328039	7322503	"GRMZM2G460396"	0.23345	3.40346968085106	188	356	"sub2"
"100"	"#1f"	"a6807_1"	"b8082_5"	0.3257	0.0486	5916026	5916940	"Sb01g006970"	5878289	5879203	"GRMZM2G336902"	0.23345	3.40346968085106	188	356	"sub2"
"101"	"#1f"	"a6807_1"	"b8082_5"	0.2344	0.0207	8514141	8512462	"Sb01g009740"	9772907	9771198	"GRMZM2G104342"	0.23345	3.40346968085106	188	356	"sub2"
"102"	"#1f"	"a6807_1"	"b8082_5"	0.1916	0.009	10029412	10033571	"Sb01g011170"	12475825	12478262	"GRMZM2G026180"	0.23345	3.40346968085106	188	356	"sub2"
"103"	"#1f"	"a6807_1"	"b8082_5"	0.2444	0.0458	6314981	6315424	"Sb01g007360"	6433622	6434013	"GRMZM2G077034"	0.23345	3.40346968085106	188	356	"sub2"
"104"	"#1f"	"a6807_1"	"b8082_5"	0.2104	0.0383	11580248	11579901	"Sb01g012560"	14416575	14416249	"GRMZM2G383735"	0.23345	3.40346968085106	188	356	"sub2"
"105"	"#1f"	"a6807_1"	"b8082_5"	0.1072	0.0333	6767454	6763033	"Sb01g007850"	7087017	7082618	"GRMZM2G129889"	0.23345	3.40346968085106	188	356	"sub2"
"106"	"#1f"	"a6807_1"	"b8082_5"	0.1229	0.0124	6320198	6317493	"Sb01g007370"	6442513	6435950	"GRMZM2G076885"	0.23345	3.40346968085106	188	356	"sub2"
"107"	"#1f"	"a6807_1"	"b8082_5"	0.2924	0.0286	7709957	7709457	"Sb01g008970"	8420136	8419633	"GRMZM2G065956"	0.23345	3.40346968085106	188	356	"sub2"
"108"	"#1f"	"a6807_1"	"b8082_5"	0.4123	0.0116	5934809	5936347	"Sb01g007000"	5898989	5900524	"GRMZM2G033098"	0.23345	3.40346968085106	188	356	"sub2"
"109"	"#1f"	"a6807_1"	"b8082_5"	0.2434	0.0244	9747581	9748240	"Sb01g010850"	12105777	12164875	"AC210961"	0.23345	3.40346968085106	188	356	"sub2"
"110"	"#1f"	"a6807_1"	"b8082_5"	0.1478	0.0561	6164347	6165267	"Sb01g007210"	6317392	6318312	"GRMZM2G035153"	0.23345	3.40346968085106	188	356	"sub2"
"111"	"#1f"	"a6807_1"	"b8082_5"	0.2251	0.0175	9361924	9364176	"Sb01g010590"	11557928	11560132	"GRMZM2G123459"	0.23345	3.40346968085106	188	356	"sub2"
"112"	"#1f"	"a6807_1"	"b8082_5"	0.1682	0.0252	9366308	9367171	"Sb01g010600"	11661875	11662737	"GRMZM2G068963"	0.23345	3.40346968085106	188	356	"sub2"
"113"	"#1f"	"a6807_1"	"b8082_5"	0.3113	0.0593	9542681	9541365	"Sb01g010700"	11837873	11836228	"GRMZM2G090435"	0.23345	3.40346968085106	188	356	"sub2"
"114"	"#1f"	"a6807_1"	"b8082_5"	0.1951	0.0212	9091405	9087170	"Sb01g010250"	10755030	10752252	"GRMZM2G569855"	0.23345	3.40346968085106	188	356	"sub2"
"115"	"#1f"	"a6807_1"	"b8082_5"	0.1259	0.0118	9120625	9114778	"Sb01g010280"	10816117	10810480	"GRMZM2G109383"	0.23345	3.40346968085106	188	356	"sub2"
"116"	"#1f"	"a6807_1"	"b8082_5"	0.1951	0.0416	8488742	8484114	"Sb01g009710"	9761439	9756252	"GRMZM2G104316"	0.23345	3.40346968085106	188	356	"sub2"
"117"	"#1f"	"a6807_1"	"b8082_5"	0.2563	0.077	5730075	5731337	"Sb01g006800"	5475945	5479346	"GRMZM2G104789"	0.23345	3.40346968085106	188	356	"sub2"
"118"	"#1f"	"a6807_1"	"b8082_5"	0.1446	0.0108	9207356	9202768	"Sb01g010390"	11046890	11042254	"GRMZM2G149406"	0.23345	3.40346968085106	188	356	"sub2"
"119"	"#1f"	"a6807_1"	"b8082_5"	0.1723	0.0867	6625767	6624724	"Sb01g007700"	6835342	6832295	"GRMZM2G072231"	0.23345	3.40346968085106	188	356	"sub2"
"120"	"#1f"	"a6807_1"	"b8082_5"	0.7187	0.0157	6603613	6602016	"Sb01g007690"	6828724	6827136	"GRMZM2G072315"	0.23345	3.40346968085106	188	356	"sub2"
"121"	"#1f"	"a6807_1"	"b8082_5"	0.2569	0.0598	12428587	12431856	"Sb01g013430"	16349600	16352383	"GRMZM2G165488"	0.23345	3.40346968085106	188	356	"sub2"
"122"	"#1f"	"a6807_1"	"b8082_5"	0.2317	0.046	7321583	7323598	"Sb01g008480"	7733029	7735077	"GRMZM2G077356"	0.23345	3.40346968085106	188	356	"sub2"
"123"	"#1f"	"a6807_1"	"b8082_5"	0.3012	0.0661	11227645	11228122	"Sb01g012220"	13942539	13943081	"GRMZM2G166094"	0.23345	3.40346968085106	188	356	"sub2"
"124"	"#1f"	"a6807_1"	"b8082_5"	0.6532	0.0864	6098981	6099856	"Sb01g007170"	6304789	6305583	"GRMZM2G035103"	0.23345	3.40346968085106	188	356	"sub2"
"125"	"#1f"	"a6807_1"	"b8082_5"	0.1791	0.0492	7034271	7028222	"Sb01g008150"	7252471	7245543	"GRMZM2G171961"	0.23345	3.40346968085106	188	356	"sub2"
"126"	"#1f"	"a6807_1"	"b8082_5"	0.338	0.0653	11944441	11945284	"Sb01g012870"	15208551	15209852	"GRMZM2G161411"	0.23345	3.40346968085106	188	356	"sub2"
"127"	"#1f"	"a6807_1"	"b8082_5"	0.4165	0.0345	9422388	9420505	"Sb01g010660"	11738814	11736937	"GRMZM2G024973"	0.23345	3.40346968085106	188	356	"sub2"
"128"	"#1f"	"a6807_1"	"b8082_5"	0.1651	0.0159	11506978	11510214	"Sb01g012470"	14244702	14247419	"GRMZM2G016184"	0.23345	3.40346968085106	188	356	"sub2"
"129"	"#1f"	"a6807_1"	"b8082_5"	0.3618	0.0434	7068318	7069101	"Sb01g008190"	7403322	7404132	"GRMZM2G087435"	0.23345	3.40346968085106	188	356	"sub2"
"130"	"#1f"	"a6807_1"	"b8082_5"	0.1268	0.0199	9146276	9141373	"Sb01g010300"	10891143	10885997	"GRMZM2G090172"	0.23345	3.40346968085106	188	356	"sub2"
"131"	"#1f"	"a6807_1"	"b8082_5"	0.2773	0.0475	7899572	7898275	"Sb01g009150"	8507504	8509181	"GRMZM2G011383"	0.23345	3.40346968085106	188	356	"sub2"
"132"	"#1f"	"a6807_1"	"b8082_5"	0.4054	0.1705	9166091	9175649	"Sb01g010330"	11007878	11020211	"GRMZM2G149289"	0.23345	3.40346968085106	188	356	"sub2"
"133"	"#1f"	"a6807_1"	"b8082_5"	0.3917	0.0701	12174988	12173897	"Sb01g013150"	15688519	15687449	"GRMZM2G439195"	0.23345	3.40346968085106	188	356	"sub2"
"134"	"#1f"	"a6807_1"	"b8082_5"	0.1824	0.0446	7688309	7683756	"Sb01g008930"	8391366	8386947	"GRMZM2G065822"	0.23345	3.40346968085106	188	356	"sub2"
"135"	"#1f"	"a6807_1"	"b8082_5"	0.6675	0.0258	12579043	12577208	"Sb01g013520"	16739522	16737717	"GRMZM2G077930"	0.23345	3.40346968085106	188	356	"sub2"
"136"	"#1f"	"a6807_1"	"b8082_5"	0.1149	0.011	7333750	7330620	"Sb01g008490"	7739459	7736245	"GRMZM2G077295"	0.23345	3.40346968085106	188	356	"sub2"
"137"	"#1f"	"a6807_1"	"b8082_5"	0.0993	0.0049	6046810	6040345	"Sb01g007120"	6121214	6127599	"GRMZM2G171435"	0.23345	3.40346968085106	188	356	"sub2"
"138"	"#1f"	"a6807_1"	"b8082_5"	0.2197	0.0706	9355148	9358874	"Sb01g010580"	11551708	11554838	"GRMZM2G162443"	0.23345	3.40346968085106	188	356	"sub2"
"139"	"#1f"	"a6807_1"	"b8082_5"	0.338	0.063	9307753	9308309	"Sb01g010500"	11432343	11431838	"GRMZM2G177934"	0.23345	3.40346968085106	188	356	"sub2"
"140"	"#1f"	"a6807_1"	"b8082_5"	0.5431	0.0105	6296668	6296943	"Sb01g007320"	6417639	6422356	"GRMZM2G077404"	0.23345	3.40346968085106	188	356	"sub2"
"141"	"#1f"	"a6807_1"	"b8082_5"	0.3798	0.0293	9985224	9985784	"Sb01g011120"	12246384	12245824	"AC206941"	0.23345	3.40346968085106	188	356	"sub2"
"142"	"#1f"	"a6807_1"	"b8082_5"	0.2066	0.0616	7662785	7664577	"Sb01g008900"	8309949	8311738	"GRMZM2G100380"	0.23345	3.40346968085106	188	356	"sub2"
"143"	"#1f"	"a6807_1"	"b8082_5"	0.1675	0.0785	11514515	11511020	"Sb01g012480"	14252734	14248282	"GRMZM2G015159"	0.23345	3.40346968085106	188	356	"sub2"
